,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,syuzhet_roll10,bing_roll10,afinn_roll10,nrc_roll10,mean_roll10,syuzhet_roll10_stdscale,bing_roll10_stdscale,afinn_roll10_stdscale,nrc_roll10_stdscale
3503,3504,"3503,""And of this place, thought she, I might have been mistress!""",-0.5,-1,0,-1,66,11,of this place thought she i might have been mistress,-0.8043395727935945,-0.75,-0.823027305907478,-1.0097166450019455,-0.9117963421726424,-1.0,-1.0699767902856225,-1.908265213442325,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-1.0856091896722273,-1.0,-1.2473271169763345,-1.2720254314259765,0.47665534804753856,0.2699490662139219,0.8607809847198642,0.6570458404074703,0.5661078098471988,0.09461135213854929,0.36232691567759917,0.38754924091767096,0.24212015300878384
3504,3505,"3504,With these rooms I might now have been familiarly acquainted!",0.0,0,0,0,66,10,these rooms i might now have been familiarly acquainted,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.4762308998302211,0.2699490662139219,0.8624787775891342,0.6553480475382003,0.5660016977928695,0.09157240925249298,0.36232691567759917,0.39371669220368277,0.23051664319517196
3505,3506,"3505,""Instead of viewing them as a stranger, I might have rejoiced in them as my own, and welcomed to them as visitors my uncle and aunt.""",1.5,-1,6,1,138,26,of viewing them as a stranger i might have rejoiced in them as my own and welcomed to them as visitors my uncle and aunt,0.8481267032799428,1.25,0.42651211777524267,0.7777492950525505,-0.9117963421726424,-1.0,-0.5241167738118498,-0.8077662437524029,1.8307789362520477,3.0,0.8992261638375669,2.116044308533634,0.2438417481427797,1.0,0.08639698272709524,0.5384467512495195,0.46969439728353174,0.266553480475382,0.8556876061120543,0.6553480475382003,0.5618208828522921,0.04477268880722262,0.33579145232212376,0.36904688705963556,0.23051664319517196
3506,3507,"3506,""But no,recollecting herselfthat could never be; my uncle and aunt would have been lost to me; I should not have been allowed to invite them.""",-0.25,-1,-3,1,147,25,norecollecting herselfthat could never be my uncle and aunt would have been lost to me i should not have been allowed to invite them,-0.5977812882844022,-0.5,-0.3937121413250673,-0.39558137268035626,-0.9117963421726424,-1.0,-0.5401368158786931,-0.8400639744102358,-1.3342813357300614,-1.5,-0.7449898183463146,-1.1003261188516558,0.2438417481427797,1.0,0.10225698377015155,0.5599760095961616,0.4694397283531413,0.26485568760611206,0.8556876061120543,0.6519524617996605,0.560483870967742,0.04294932307558906,0.32252372064438584,0.36904688705963556,0.20730962356794896
3507,3508,"3507,This was a lucky recollectionit saved her from something very like regret.",1.3,1,5,0,79,12,was a lucky recollectionit saved her from something very like regret,0.682880075672589,1.05,1.0395397218238374,1.6546851818135833,0.5628480646191314,1.0,0.7442546503786838,1.749375520399667,1.47910557269848,2.5,1.7697414730905943,3.81892259679155,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.47062818336163026,0.25806451612903225,0.8505942275042445,0.6553480475382003,0.5586587436332768,0.05145836315654724,0.26945279393343463,0.3505445332016005,0.23051664319517196
3508,3509,"3508,""She longed to enquire of the housekeeper whether her master was really absent, but had not the courage for it.""",0.15,2,2,1,117,20,longed to enquire of the housekeeper whether her master was really absent but had not the courage for it,-0.26728803306969484,-0.1,-0.18167739116461218,-0.09226569745119755,1.3001702680150182,2.0,0.9181435954119732,2.099950024987506,0.4240854820377771,1.0,0.28619362310213425,0.9168467843571517,0.2438417481427797,1.0,0.20533510149376347,0.6999000499750125,0.47266553480475426,0.25806451612903225,0.8522920203735145,0.6570458404074703,0.5600169779286929,0.06604528900961885,0.26945279393343463,0.3567119844876123,0.24212015300878384
3509,3510,"3509,""At length however, the question was asked by her uncle; and she turned away with alarm, while Mrs. Reynolds replied that he was, adding, But we expect him to-morrow, with a large party of friends.""",-0.35,-1,-2,1,203,35,length however the question was asked by her uncle and she turned away with alarm while mrs reynolds replied that he was adding but we expect him to morrow with a large party of friends,-0.6804046020880791,-0.6,-0.3937259851302307,-0.3956011762413654,-0.9117963421726424,-1.0,-0.4211190226314516,-0.6001142530705513,-0.9826079721764936,-1.0,-0.45038319494041706,-0.524024683090163,0.2438417481427797,1.0,-0.015571815752811802,0.40002856326763786,0.4722410865874368,0.25806451612903225,0.8522920203735145,0.6536502546689303,0.5590619694397284,0.06300634612356253,0.26945279393343463,0.3567119844876123,0.21891313338156007
3510,3511,"3510,How rejoiced was Elizabeth that their own journey had not by any circumstance been delayed a day!",0.65,-1,3,0,102,17,rejoiced was elizabeth that their own journey had not by any circumstance been delayed a day,0.1458285359486895,0.4,0.19065765463904466,0.44035952432944653,-0.9117963421726424,-1.0,-0.7361068542836747,-1.2351557907113462,0.7757588455913448,1.5,0.6445338909751227,1.6178222358894714,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.46918505942275085,0.2529711375212224,0.8471986417657046,0.6502546689303905,0.5549023769100171,0.04112595734395551,0.22964959890022127,0.33820963062957693,0.19570611375433708
3511,3512,"3511,Her aunt now called her to look at a picture.",0.25,0,0,1,50,10,aunt now called her to look at a picture,-0.18466471926601796,0.0,0.030193954811743695,0.21081622811948372,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,0.2438417481427797,1.0,0.72041676468408,1.3991008991008993,0.4660441426146014,0.2495755517826825,0.8421052631578947,0.6468590831918506,0.5511460101867574,0.018637779987137306,0.20311413554474567,0.3197072767715415,0.17249909412711334
3512,3513,"3512,""She approached and saw the likeness of Mr. Wickham, suspended, amongst several other miniatures, over the mantelpiece.""",-0.6,0,-1,0,125,17,approached and saw the likeness of mr wickham suspended amongst several other miniatures over the mantelpiece,-0.8869628865972712,-0.85,-0.7001152131910813,-0.8338909165876611,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.6309346086229259,-0.5,-0.4581787211184565,-0.5392740786298238,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.46714770797962685,0.2461799660441426,0.8421052631578947,0.6468590831918506,0.5505730050933787,0.0265390314908839,0.17657867218927004,0.3197072767715415,0.17249909412711334
3513,3514,"3513,""Her aunt asked her, smilingly, how she liked it.""",1.55,2,2,1,55,9,aunt asked her smilingly how she liked it,0.8894383601817812,1.3,1.8127540583085724,2.7607681629770795,1.3001702680150182,2.0,2.18979623563981,4.663706992230855,0.4240854820377771,1.0,0.8584062871608641,2.0361935799097233,0.2438417481427797,1.0,0.8348094847777341,1.5543840177580468,0.46434634974533145,0.24108658743633277,0.8353140916808149,0.6485568760611206,0.5473259762309,0.006482008442911231,0.1367754771560567,0.29503747162749466,0.1841026039407252
3514,3515,"3514,""The housekeeper came forward, and told them it was a picture of a young gentleman, the son of her late masters steward, who had been brought up by him at his own expense.""",1.85,1,0,3,177,33,housekeeper came forward and told them it was a picture of a young gentleman the son of her late masters steward who had been brought up by him at his own expense,1.1373083015928118,1.6,0.40679622968212803,0.7495457203782098,0.5628480646191314,1.0,0.19224272629281666,0.6364737958194487,-0.27926124506935823,0.0,-0.18250056809506168,0.0,1.5732926859577865,3.0,0.6273715766813356,1.2727961223871556,0.4617996604414265,0.23429541595925296,0.830220713073005,0.6468590831918506,0.5432937181663837,-0.011751648873427884,0.08370455044510546,0.2765351177694592,0.17249909412711334
3515,3516,"3515,""He is now gone into the army, she added; but I am afraid he has turned out very wild.""",-1.0,-2,-2,-2,92,19,is now gone into the army she added but i am afraid he has turned out very wild,-1.2174561418119787,-1.25,-0.910189538338689,-1.1344022041583912,-1.649118545568529,-2.0,-1.219846807033767,-2.2104155707522355,-0.9826079721764936,-1.0,-0.6758498982295115,-0.9650764942128672,-1.7503346585797308,-2.0,-1.3956999247399295,-1.4734350341925304,0.46256366723259806,0.23769100169779286,0.8353140916808149,0.6451612903225806,0.5451825127334466,-0.006281551678525633,0.11024001380058107,0.29503747162749466,0.16089558431350146
3516,3517,"3516,""Mrs. Gardiner looked at her niece with a smile, but Elizabeth could not return it.""",0.75,1,2,1,89,15,gardiner looked at her niece with a smile but elizabeth could not return it,0.22845184975236635,0.5,0.3331338372564043,0.6441716801291664,0.5628480646191314,1.0,0.5708282335701325,1.3997335109926716,0.4240854820377771,1.0,0.4423209352930723,1.2222587711516726,0.2438417481427797,1.0,0.37708618239100095,0.9330446369087276,0.4629881154499156,0.23938879456706283,0.8353140916808149,0.6451612903225806,0.5457130730050935,-0.0032426087924689153,0.123507745478319,0.29503747162749466,0.16089558431350146
3517,3518,"3517,""And that, said Mrs. Reynolds, pointing to another of the miniatures, is my masterand very like him.""",0.5,1,2,0,106,17,that said mrs reynolds pointing to another of the miniatures is my masterand very like him,0.021893565243174193,0.25,0.08376491049942954,0.2874494714193936,0.5628480646191314,1.0,0.4891958108434736,1.2351557907113462,0.4240854820377771,1.0,0.3688557379517279,1.0785481572596476,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.46383701188455057,0.23938879456706283,0.8387096774193549,0.6451612903225806,0.5467741935483872,0.002835276979644123,0.123507745478319,0.30737237419951824,0.16089558431350146
3518,3519,"3518,It was drawn at the same time as the otherabout eight years ago.",0.0,0,0,0,69,13,was drawn at the same time as the otherabout eight years ago,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.46256366723259806,0.23938879456706283,0.833616298811545,0.6451612903225806,0.5451825127334466,-0.006281551678525633,0.123507745478319,0.28887002034148285,0.16089558431350146
3519,3520,"3519,""I have heard much of your masters fine person, said Mrs. Gardiner, looking at the picture; it is a handsome face.""",1.35,3,5,0,120,21,have heard much of your masters fine person said mrs gardiner looking at the picture it is a handsome face,0.7241917325744275,1.1,0.5063329742352364,0.891933017089676,2.0374924714109053,3.0,1.3645786287186994,2.9999999999999996,1.47910557269848,2.5,0.9334645396935973,2.183020484886555,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.46154499151103606,0.23769100169779286,0.833616298811545,0.6451612903225806,0.5445033955857386,-0.013575014605061438,0.11024001380058107,0.28887002034148285,0.16089558431350146
3520,3521,"3520,""But, Lizzy, you can tell us whether it is like or not.""",0.5,1,2,0,61,12,lizzy you can tell us whether it is like or not,0.021893565243174193,0.25,0.23210343969678612,0.49964771303756317,0.5628480646191314,1.0,0.7442546503786838,1.749375520399667,0.4240854820377771,1.0,0.5983962483792007,1.52756903871662,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.464091680814941,0.23938879456706283,0.8370118845500849,0.6468590831918506,0.5468378607809848,0.004658642711277677,0.123507745478319,0.3012049229135065,0.17249909412711334
3521,3522,"3521,Mrs. Reynolds respect for Elizabeth seemed to increase on this intimation of her knowing her master.",1.6,2,3,4,105,16,reynolds respect for elizabeth seemed to increase on this intimation of her knowing her master,0.9307500170836197,1.35,0.9388623527922241,1.5106662219732252,1.3001702680150182,2.0,1.178380726488069,2.6246096189881323,0.7757588455913448,1.5,0.6961912588121111,1.7188729689244164,2.2380181548652898,4.0,2.2674000342214358,3.499063085571518,0.46833616298811587,0.24448217317487267,0.8387096774193549,0.6485568760611206,0.550021222410866,0.03504807157184247,0.16331094051153233,0.30737237419951824,0.1841026039407252
3522,3523,"3522,Does that young lady know Mr. Darcy?",0.4,0,0,1,41,7,that young lady know mr darcy,-0.060729748560502644,0.15000000000000002,0.4191326355746462,0.767192946978371,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,0.2438417481427797,1.0,1.1615059550024067,1.9978601997146936,0.4698641765704588,0.2461799660441426,0.8505942275042445,0.6519524617996605,0.5546477079796266,0.045988265961645784,0.17657867218927004,0.3505445332016005,0.20730962356794896
3523,3524,"3523,""Elizabeth coloured, and said: A little.""",0.0,0,0,0,46,6,coloured and said a little,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.4728353140916812,0.2495755517826825,0.8573853989813243,0.6536502546689303,0.5583616298811546,0.06726086616404121,0.20311413554474567,0.3752143383456474,0.21891313338156007
3524,3525,"3524,""And do not you think him a very handsome gentleman, maam?""",2.0,1,3,1,64,11,do not you think him a very handsome gentleman madam,1.2612432722983271,1.75,1.9293880404668078,2.9276130552705344,0.5628480646191314,1.0,0.8230657468454216,1.908265213442325,0.7757588455913448,1.5,1.0952338686700462,2.499469230924606,0.2438417481427797,1.0,0.626803830256848,1.2720254314259765,0.4728353140916812,0.2495755517826825,0.8573853989813243,0.6553480475382003,0.5587860780984721,0.06726086616404121,0.20311413554474567,0.3752143383456474,0.23051664319517196
3525,3526,"3525,""Yes, very handsome.""",1.8,1,4,0,26,3,very handsome,1.0959966446909732,1.55,6.976275342695698,10.147184510999397,0.5628480646191314,1.0,3.338736892534517,6.980066445182724,1.1274322091449125,2.0,6.049107914201212,12.190102428562529,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.4758913412563671,0.2546689303904924,0.8624787775891342,0.6553480475382003,0.5620967741935485,0.08914125494364784,0.2429173305779592,0.39371669220368277,0.23051664319517196
3526,3527,"3526,""I am sure _I_ know none so handsome; but in the gallery up stairs you will see a finer, larger picture of him than this.""",1.6,2,3,0,127,25,am sure i know none so handsome but in the gallery up stairs you will see a finer larger picture of him than this,0.9307500170836197,1.35,0.5029303533990372,0.8870655685431544,1.3001702680150182,2.0,0.7099070665970844,1.6801279488204717,0.7757588455913448,1.5,0.37998868215619125,1.1003261188516558,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.47453310696095113,0.2563667232597623,0.8675721561969439,0.6536502546689303,0.5630305602716469,0.0794166377082669,0.2561850622556967,0.41221904606171783,0.21891313338156007
