,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
1631,1631,"'She stands in the door. Everything seems stayed. The waiter stops. The diners at the table by the door look. She seems to centre everything; round her tables, lines of doors, windows, ceilings, ray themselves, like rays round the star in the middle of a smashed window-pane. She brings things to a point, to order. Now she sees us, and moves, and all the rays ripple and flow and waver over us, bringing in new tides of sensation. We change. Louis puts his hand to his tie. Neville, who sits waiting with agonized intensity, nervously straightens the forks in front of him. Rhoda sees her with surprise, as if on some far horizon a fire blazed. And I, though I pile my mind with damp grass, with wet fields, with the sound of rain on the roof and the gusts of wind that batter at the house in winter and so protect my soul against her, feel her derision steal round me, feel her laughter curl its tongues of fire round me and light up unsparingly my shabby dress, my square-tipped finger-nails, which I at once hide under the table-cloth.'",0.04466010085894562,0.027257008638936,-0.016817539427746143,0.05836014107457358,0.0440774622772096,-0.012275298122342147,0.03523872267572284,0.1048899816201382,0.05968947873437268,0.11801747613968622,0.03167630771769542,0.14997559228137247,0.6494271029561246,0.526741641435877,0.0022546200571102555,0.07650004612344252,0.5057424845354173,0.3103847218708806,0.24993442727280832,0.09076981642840029,-0.6654891793654981,0.33613086245301765,-0.27087284589363053,0.22146828469986152,0.14537847399239123,0.4906712273352483,-0.43188219826542484,1.9834229771377763,1.1775707615488777,0.4421850151020718,1.3010440195963617
1632,1632,"'He has not come,' said Neville.",0.04554507285911281,0.028179346955594816,-0.016240684593723496,0.05836014107457358,0.04306592513565031,-0.012275298122342147,0.0375353639974693,0.10877297170205308,0.06098743218993495,0.11921597489644395,0.03215316944385415,0.151068807115986,0.6725589835725033,0.5511053395132189,0.015642210856712472,0.05691756233035336,0.5199186771864752,0.23069707784137922,0.5213226748560904,0.10391119284511269,-0.6654891793654981,0.36691222073923196,-0.27087284589363053,0.29232184509635833,0.2010224287076914,0.5554100445060626,-0.4921716969993259,1.9842633047394467,1.2369042428643573,0.49918539565821335,1.2730599624458803
1633,1633,The door opens and he does not come.,0.04428082714458825,0.02949697312225027,-0.016240684593723496,0.05864966874433042,0.04465524425376251,-0.010271533779219794,0.0375353639974693,0.10877297170205308,0.0647839460474546,0.12475663936415805,0.03301932035265201,0.1510931203876763,0.6439606063354463,0.5750346443207365,0.015642210856712472,0.08923283756361973,0.5223247714322933,0.28155207700312873,0.5213226748560904,0.12268458772613028,-0.6654891793654981,0.36691222073923196,-0.231951417833426,0.36326349742780595,0.29845302495537657,0.6262475920823105,-0.49192118982316,1.9863583570055545,1.2993968897650632,0.556185776214355,1.2738602034995232
1634,1634,That is Bernard.,0.045671497430565255,0.030946361905571276,-0.011364714854391335,0.05475218088221913,0.043861422059889826,-0.006291934864426088,0.04252516440354485,0.11128918271315401,0.05835907644242135,0.1259260146843364,0.03211297615930651,0.15130960452194087,0.669040278031224,0.6014498571263108,0.08325923643542878,0.06983852794381078,0.4610368757285817,0.37893198652789817,0.5213226748560904,0.1433353220952495,-0.6074955179179272,0.4284749373116608,-0.15410856171301707,0.2924280320509907,0.24605201077366018,0.5845290610852383,-0.524240857803518,1.8957161341455817,1.3609480838052275,0.49918539565821335,1.2749384732556326
1635,1635,"As he pulls off his coat he shows, of course, the blue shirt under his arm-pits.",0.03808602314341797,0.023040604905638546,-0.01640101911772801,0.0511887634082888,0.040922270266120685,-0.012281233809411964,0.03937298094701935,0.10349324765633491,0.05835907644242135,0.13071751341680343,0.03211297615930651,0.1520607818517094,0.5622884013419134,0.4890132361709688,0.05439734651098559,0.0177250895247165,0.4368232766928522,0.22808263236823184,0.41117464006071885,0.03069495280914408,-0.6654891793654981,0.3976935790254464,-0.27087284589363053,0.29257279859191765,0.3410660485597119,0.5650480492737022,-0.6066528842508296,1.9868085625324337,1.4107902352014672,0.49918539565821335,1.1965320817230274
1636,1636,"And then, unlike the rest of us, he comes in without pushing open a door, without knowing that he comes into a room full of strangers.",0.04048809000101461,0.025544094622283908,-0.014737549180672011,0.04859043816688126,0.04793101685126247,-0.008446408772546479,0.03958278327316208,0.10505856497138026,0.06653618321246367,0.13626233837545745,0.03279681586040186,0.15702310802735708,0.605676728487156,0.5347120758018089,0.06975173273831888,0.09685384216891749,0.40211777876064203,0.31088359225146334,0.35257641683772967,0.06636440308307742,-0.6364923486417127,0.4284749373116608,-0.19302998977322147,0.3634893298271327,0.4362346021958192,0.5488064969183958,-0.5684738404558843,2.0779518154850147,1.4096523126710656,0.556185776214355,1.1650087518713275
1637,1637,He does not look in the glass.,0.04048809000101461,0.025544094622283908,-0.0173235205369522,0.05070621729202739,0.04738672948204596,-0.004333228474983849,0.03958278327316208,0.10505856497138026,0.06828842037747274,0.1362958996690394,0.03274348957362501,0.15712478560140952,0.6075444974191211,0.5366793070482134,0.03249119306583856,0.08518882940580476,0.4409865767852264,0.43014913701850155,0.35257641683772967,0.06636440308307742,-0.6654891793654981,0.4284749373116608,-0.11518713365281255,0.3636904943568487,0.43499668667701935,0.6146777181163983,-0.572954784386425,2.077615097295457,1.4096331517546845,0.6131861567704967,1.2294990221088045
1638,1638,"His hair is untidy, but he does not know it.",0.031891219142247684,0.01921948902233772,-0.024089698744932022,0.05133723913636923,0.042057737454824655,-0.007949286549702774,0.03360789041211944,0.09934623654086319,0.06254497633660969,0.13629368074053813,0.031038372131352316,0.159165775688051,0.527659548166964,0.48166365304547426,-0.03161831533622482,0.02952316680516226,0.42757407600513236,0.3777086026857945,0.35257641683772967,0.0044121999757194795,-0.7524796715368552,0.35152154159612486,-0.15410856171301707,0.36364365242795965,0.45542091225812603,0.613971291380642,-0.5760189753092745,1.9872168078637726,1.353302796495936,0.556185776214355,1.2301548617665765
1639,1639,"He has no perception that we differ, or that this table is his goal.",0.028857029427388766,0.016057186222364624,-0.029030142604862495,0.04666025370183567,0.038580997213306295,-0.007949286549702774,0.03360789041211944,0.09934623654086319,0.05702867415047003,0.13085148122506862,0.02931049353721816,0.15728029130678262,0.43715375420362185,0.3863382501981296,-0.13657802153527732,-0.06751842505962342,0.34255442797970215,0.3777086026857945,0.35257641683772967,-0.0406439477387227,-0.8104733329844261,0.35152154159612486,-0.15410856171301707,0.3636522828841954,0.3681130497555292,0.6490258683600489,-0.5419470882262032,1.9871667287975625,1.3523939863305696,0.556185776214355,1.1948135657128551
1640,1640,He hesitates on his way here.,0.026075688855434764,0.013158408655722624,-0.03587921711480487,0.04034261147201336,0.03582774049025419,-0.006152836720314206,0.029504000877207233,0.09633054510480119,0.05569015964942143,0.12657616073521355,0.028846218754004473,0.1616108187392512,0.41218463141814266,0.36003947324651625,-0.202503223815649,-0.079551915086309,0.3241825899858523,0.40257718787009134,0.35257641683772967,-0.08194541647696132,-0.9264606558795687,0.274568145880589,-0.11518713365281255,0.36345034595418024,0.36797273135912983,0.6560094507843377,-0.4726247408030402,1.986892488365116,1.2901304821849329,0.556185776214355,1.1321540392935665
1641,1641,Who is that?,0.019375186568454657,0.006174989972448708,-0.043999538960281755,0.03494551875628971,0.03534039395350956,-0.015180706793702823,0.028700281143214636,0.09576279538884126,0.05724770379609615,0.12658475908315603,0.028693583466918197,0.16410653728621546,0.341424623230285,0.28551135752476514,-0.2745357453641648,-0.08065730595961138,0.29198672772410555,0.27273575486831214,0.35257641683772967,-0.20397248320357547,-1.0714448094984967,0.2591774667374818,-0.34871570201403945,0.4347213770093629,0.4368608441465647,0.6832626025877268,-0.4731250027772908,2.078009009446267,1.2903253734724067,0.556185776214355,1.1896041709111178
1642,1642,"he asks himself, as he half knows a woman in an opera cloak.",0.016593845996500652,0.003276212405806706,-0.04580337816932655,0.03639315710507391,0.034725767908886616,-0.013351838987801111,0.02782488397095348,0.09256667796942512,0.05773443634193201,0.1321007379712933,0.028964098413315115,0.1669221323925929,0.3337269491339082,0.27740376736847194,-0.29316601520040514,-0.12560911910863257,0.26211368405016583,0.30084691335720576,0.4236766675677216,-0.23025523603700007,-1.1004416402222827,0.2437867875943746,-0.34871570201403945,0.43505529012714106,0.4648640764836431,0.7091960112008387,-0.47222192529463136,1.9926136802191283,1.290755008778075,0.5846859664924259,1.1537372352908664
1643,1643,He half knows everybody; he knows nobody (I compare him with Percival).,0.014065354567451555,0.000640960072495795,-0.05072178811847031,0.039422061957914686,0.03966119829990521,-0.008044774304294634,0.0262682814313087,0.09082511442353576,0.055982199176922945,0.13140676808251572,0.028676285449074336,0.17107057663345981,0.313335312304323,0.2559262363688073,-0.33758352659452023,-0.07487167101364017,0.26164282606350053,0.3678683635808274,0.36717191795533544,-0.2678020257990352,-1.1874321323936392,0.21300542930816024,-0.231951417833426,0.43509423995490126,0.4191138734864523,0.720337746511385,-0.4712062071672207,1.9924683323001862,1.2911010031129107,0.5846859664924259,1.0903126528854328
1644,1644,"But now, perceiving us, he waves a benevolent salute; he bears down with such benignity, with such love of mankind (crossed with humour at the futility of ""loving mankind""), that, if it were not for Percival, who turns all this to vapour, one would feel, as the others already feel: Now is our festival; now we are together.",0.010399041995330366,-0.005815408144115936,-0.04872252739051669,0.04107756632601149,0.037286430639754425,-0.008044774304294634,0.024496618666518116,0.08928139249645946,0.050825615519896256,0.1307053093100463,0.027621038580561353,0.17458244019919567,0.2729859920607202,0.17961724842812377,-0.3142754478027475,-0.11516213020892604,0.26454604891676736,0.3678683635808274,0.26634397872843557,-0.35979166071602126,-1.1584353016698539,0.18222407102194593,-0.231951417833426,0.3645331511659144,0.49089181033659873,0.7235857097272976,-0.4727615597926662,1.9910665537744776,1.2766874164954347,0.5276855859362842,1.0624885876935128
1645,1645,But without Percival there is no solidity.,0.008881947137900909,-0.004761307210791571,-0.04610590468705124,0.04029806875358923,0.036824205058512104,-0.01013236199878895,0.02264326280873167,0.09185751329353897,0.04629900284362283,0.13070447721185835,0.02555224692295625,0.17822598653401922,0.26728578299691375,0.19490506703771382,-0.2762587329090497,-0.14925605461972924,0.2577805582916647,0.31050505607118734,0.26634397872843557,-0.34477294481120724,-1.1294384709460683,0.15144271273573157,-0.27087284589363053,0.2940203852716794,0.49302963881249684,0.6905168624170642,-0.46058946950228713,1.9904854232956224,1.2755495718394951,0.5276855859362842,1.1082377382703834
1646,1646,"We are silhouettes, hollow phantoms moving mistily without a background.",0.012421835138569643,-0.0010719539441562957,-0.049052044943866634,0.04092909059793106,0.03453819810780277,-0.006496053820761967,0.020929704022728562,0.09338451621057475,0.04113963785776279,0.1362071425289879,0.024664211707477873,0.180845389642879,0.3092630964303938,0.23911775374279318,-0.29768831184178335,-0.18881845422579754,0.25751433393144707,0.3645217109929719,0.19803306742160168,-0.3109808340253757,-1.1874321323936392,0.12066135444951717,-0.19302998977322147,0.3652619076564782,0.4925215899208723,0.7060266693444598,-0.46109804814810595,2.0700367654706504,1.3391321781995817,0.5276855859362842,1.074395758495085
1647,1647,"'The swing-door goes on opening,' said Rhoda.",0.013938929995999102,0.0005091974558302512,-0.045444366525777054,0.03916965322017796,0.0398688648653909,-0.010153789432565384,0.020929704022728562,0.09101598978816522,0.04318391455027337,0.13137986357443762,0.025042932632433554,0.18416715292373112,0.3182437162095001,0.2485766089251353,-0.26042777216930335,-0.11357463563403282,0.24423438433566869,0.30829939401518497,0.19803306742160168,-0.2978394576086633,-1.1294384709460683,0.12066135444951717,-0.27087284589363053,0.4352176005812,0.4275432864895429,0.7808379264325003,-0.4607752818092729,2.0759434588271715,1.3963351566908166,0.5276855859362842,1.0111257587489304
1648,1648,"'Strangers keep on coming, people we shall never see again, people who brush us disagreeably with their familiarity, their indifference, and the sense of a world continuing without us. We cannot sink down, we cannot forget our faces. Even I who have no face, who make no difference when I come in (Susan and Jinny change bodies and faces), flutter unattached, without anchorage anywhere, unconsolidated, incapable of composing any blankness or continuity or wall against which these bodies move. It is because of Neville and his misery. The sharp breath of his misery scatters my being. Nothing can settle; nothing can subside. Every time the door opens he looks fixedly at the table--he dare not raise his eyes--then looks for one second and says, ""He has not come.""",0.015203175710523648,0.004462075955796618,-0.045444366525777054,0.03033534739939235,0.03877526593585742,-0.008313130998206738,0.025530193104541906,0.09381572734453696,0.040847598330261276,0.13138735245812946,0.02464498352776847,0.1866921007977253,0.36229110440085166,0.323196611676864,-0.26042777216930335,-0.15213375347484392,0.13299863114846927,0.3376605414708591,0.12377127751196604,-0.24151927296561065,-1.1294384709460683,0.18222407102194593,-0.231951417833426,0.43548834710040457,0.4302348185559798,0.7876364817344347,-0.4550933649757869,2.075555807239837,1.396440480950845,0.5276855859362842,1.0481242938311393
1649,1649,But here he is.',0.011157589424045093,0.00024567222249916005,-0.053150909411540596,0.021426803714566532,0.03499539949794464,-0.010419895518143546,0.025530193104541906,0.09381572734453696,0.03325457061522198,0.12710870357552245,0.023332146098470532,0.18721258393694618,0.31968943265318994,0.278326318367675,-0.3158379890256445,-0.1942670727522602,0.05684850491263325,0.3514321403461186,0.12377127751196604,-0.30159413658486695,-1.2164289631174248,0.18222407102194593,-0.27087284589363053,0.3642769759889935,0.430212988078301,0.7593429614902776,-0.4936297439886715,2.0050773574557943,1.333218068668939,0.4706852053801425,0.9453921148574391
1650,1650,"'Now,' said Neville, 'my tree flowers. My heart rises. All oppression is relieved. All impediment is removed. The reign of chaos is over. He has imposed order. Knives cut again.'",0.009134796280805817,-0.001862529644149569,-0.053150909411540596,0.019088310997299754,0.03284002151584727,-0.008430096060746692,0.025530193104541906,0.09381572734453696,0.03442272872522802,0.12702382956034822,0.023643853338689836,0.18791884912062565,0.2841353989597724,0.2408789634939548,-0.3158379890256445,-0.23660281291741087,0.020570419777277325,0.40012209510850333,0.12377127751196604,-0.33163156839449504,-1.2164289631174248,0.18222407102194593,-0.231951417833426,0.36380446063791055,0.3832527428506765,0.756968810972229,-0.4894525215856168,2.0107816041601625,1.3320991740985204,0.4421850151020718,0.8792710753611263
1651,1651,"'Here is Percival,' said Jinny.",0.012548259710022098,0.0016950610058201609,-0.04787013264610595,0.02220630128698879,0.0349836763853769,-0.0043462077362761125,0.03014921582017693,0.09899165420292011,0.034130689197726514,0.12699137773101687,0.02356834889583966,0.18942626442047125,0.3755949836902944,0.337208948314806,-0.23920069115481735,-0.19021572784851268,0.057854364192412126,0.5157598848745236,0.10010768369301196,-0.28094340221574765,-1.1584353016698539,0.22839610845126743,-0.15410856171301707,0.3640488583061369,0.38074476342271285,0.7530684680912121,-0.4434687454905434,1.9198730121455059,1.3389964430124934,0.49918539565821335,0.9583082411920127
