"","sent_raw","syuzhet","bing","afinn","nrc"
"1385","1384,""As for the Lion, he wiped his eyes so often with the tip of his tail that it became quite wet, and he was obliged to go out into the courtyard and hold it in the sun till it dried.""",0.7,0,0,2
"1386","1385,""If we only had the Scarecrow with us again, said the Tin Woodman, when Dorothy had finished telling him everything that had happened, I should be quite happy.""",0.75,1,3,1
"1387","1386,""We must try to find him, said the girl.""",0,0,0,0
"1388","1387,""So she called the Winkies to help her, and they walked all that day and part of the next until they came to the tall tree in the branches of which the Winged Monkeys had tossed the Scarecrows clothes.""",0,0,2,1
"1389","1388,""It was a very tall tree, and the trunk was so smooth that no one could climb it; but the Woodman said at once, Ill chop it down, and then we can get the Scarecrows clothes.""",-0.15,1,-3,-1
"1390","1389,""Now while the tinsmiths had been at work mending the Woodman himself, another of the Winkies, who was a goldsmith, had made an axe-handle of solid gold and fitted it to the Woodmans axe, instead of the old broken handle.""",0.5,2,2,2
"1391","1390,Others polished the blade until all the rust was removed and it glistened like burnished silver.",0.75,1,4,0
"1392","1391,""As soon as he had spoken, the Tin Woodman began to chop, and in a short time the tree fell over with a crash, whereupon the Scarecrows clothes fell out of the branches and rolled off on the ground.""",-1.5,-2,-2,-2
"1393","1392,""Dorothy picked them up and had the Winkies carry them back to the castle, where they were stuffed with nice, clean straw; and behold! here was the Scarecrow, as good as ever, thanking them over and over again for saving him.""",3.8,3,8,2
"1394","1393,""Now that they were reunited, Dorothy and her friends spent a few happy days at the Yellow Castle, where they found everything they needed to make them comfortable.""",1.6,2,5,1
"1395","1394,""But one day the girl thought of Aunt Em, and said, We must go back to Oz, and claim his promise.""",1,1,1,2
"1396","1395,""Yes, said the Woodman, at last I shall get my heart.""",0.8,0,1,0
"1397","1396,""And I shall get my brains, added the Scarecrow joyfully.""",1.1,1,3,1
"1398","1397,""And I shall get my courage, said the Lion thoughtfully.""",1.85,2,2,2
"1399","1398,""And I shall get back to Kansas, cried Dorothy, clapping her hands.""",-1,0,-2,0
"1400","1399,""Oh, let us start for the Emerald City tomorrow!""",0,0,0,0
"1401","1400,This they decided to do.",0,0,0,0
"1402","1401,The next day they called the Winkies together and bade them good-bye.",0,1,3,1
"1403","1402,""The Winkies were sorry to have them go, and they had grown so fond of the Tin Woodman that they begged him to stay and rule over them and the Yellow Land of the West.""",0,0,1,1
"1404","1403,""Finding they were determined to go, the Winkies gave Toto and the Lion each a golden collar; and to Dorothy they presented a beautiful bracelet studded with diamonds; and to the Scarecrow they gave a gold-headed walking stick, to keep him from stumbling; and to the Tin Woodman they offered a silver oil-can, inlaid with gold and set with precious jewels.""",3.55,4,8,5
"1405","1404,""Every one of the travelers made the Winkies a pretty speech in return, and all shook hands with them until their arms ached.""",0,0,1,2
"1406","1405,""Dorothy went to the Witchs cupboard to fill her basket with food for the journey, and there she saw the Golden Cap.""",1.4,1,0,2
"1407","1406,She tried it on her own head and found that it fitted her exactly.",1,0,0,1
"1408","1407,""She did not know anything about the charm of the Golden Cap, but she saw that it was pretty, so she made up her mind to wear it and carry her sunbonnet in the basket.""",2.1,3,4,1
"1409","1408,""Then, being prepared for the journey, they all started for the Emerald City; and the Winkies gave them three cheers and many good wishes to carry with them.""",3.45,1,7,3
"1410","1409,The Winged Monkeys",0,0,0,0
"1411","1410,You will remember there was no roadnot even a pathwaybetween the castle of the Wicked Witch and the Emerald City.",-1.15,-1,-3,-2
"1412","1411,""When the four travelers went in search of the Witch she had seen them coming, and so sent the Winged Monkeys to bring them to her.""",-0.4,0,0,-1
"1413","1412,It was much harder to find their way back through the big fields of buttercups and yellow daisies than it was being carried.",0.25,0,1,0
"1414","1413,""They knew, of course, they must go straight east, toward the rising sun; and they started off in the right way.""",2,1,1,2
"1415","1414,""But at noon, when the sun was over their heads, they did not know which was east and which was west, and that was the reason they were lost in the great fields.""",0.95,0,0,1
"1416","1415,""They kept on walking, however, and at night the moon came out and shone brightly.""",0.6,0,0,0
"1417","1416,So they lay down among the sweet smelling yellow flowers and slept soundly until morningall but the Scarecrow and the Tin Woodman.",0.75,1,2,0
"1418","1417,""The next morning the sun was behind a cloud, but they started on, as if they were quite sure which way they were going.""",0.35,-1,0,1
"1419","1418,""If we walk far enough, said Dorothy, I am sure we shall sometime come to some place.""",-0.25,1,0,0
"1420","1419,""But day by day passed away, and they still saw nothing before them but the scarlet fields.""",0,0,0,0
"1421","1420,The Scarecrow began to grumble a bit.",-0.5,-1,0,-1
"1422","1421,""We have surely lost our way, he said, and unless we find it again in time to reach the Emerald City, I shall never get my brains.""",-0.15,-1,-2,0
"1423","1422,""Nor I my heart, declared the Tin Woodman.""",0,0,0,0
"1424","1423,""It seems to me I can scarcely wait till I get to Oz, and you must admit this is a very long journey.""",0.25,-1,-1,-1
"1425","1424,""You see, said the Cowardly Lion, with a whimper, I havent the courage to keep tramping forever, without getting anywhere at all.""",-1.15,-1,0,1
"1426","1425,Then Dorothy lost heart.",-0.75,-1,-3,-1
"1427","1426,""She sat down on the grass and looked at her companions, and they sat down and looked at her, and Toto found that for the first time in his life he was too tired to chase a butterfly that flew past his head.""",-0.15,-1,-2,-1
"1428","1427,So he put out his tongue and panted and looked at Dorothy as if to ask what they should do next.",0,0,0,0
"1429","1428,""Suppose we call the field mice, she suggested.""",0,0,0,0
"1430","1429,They could probably tell us the way to the Emerald City.",0,0,0,0
"1431","1430,""To be sure they could, cried the Scarecrow.""",-1,0,-2,0
"1432","1431,Why didnt we think of that before?",0,0,0,0
"1433","1432,Dorothy blew the little whistle she had always carried about her neck since the Queen of the Mice had given it to her.",0,0,0,0
"1434","1433,""In a few minutes they heard the pattering of tiny feet, and many of the small gray mice came running up to her.""",0,0,-1,-1
"1435","1434,""Among them was the Queen herself, who asked, in her squeaky little voice:""",-0.25,-1,0,0
"1436","1435,What can I do for my friends?",0,0,0,0
"1437","1436,""We have lost our way, said Dorothy.""",-0.75,-1,-3,-1
"1438","1437,Can you tell us where the Emerald City is?",0,0,0,0
"1439","1438,""Certainly, answered the Queen; but it is a great way off, for you have had it at your backs all this time.""",0.5,1,4,0
"1440","1439,""Then she noticed Dorothys Golden Cap, and said, Why dont you use the charm of the Cap, and call the Winged Monkeys to you?""",1.35,2,3,1
"1441","1440,They will carry you to the City of Oz in less than an hour.",0,0,0,0
"1442","1441,""I didnt know there was a charm, answered Dorothy, in surprise.""",1.35,1,3,2
"1443","1442,What is it?",0,0,0,0
"1444","1443,""It is written inside the Golden Cap, replied the Queen of the Mice.""",0.6,1,0,0
"1445","1444,""But if you are going to call the Winged Monkeys we must run away, for they are full of mischief and think it great fun to plague us.""",0,0,3,0
"1446","1445,Wont they hurt me?",-0.75,-1,-2,-1
"1447","1446,asked the girl anxiously.",-1,-1,0,0
"1448","1447,""Oh, no.""",0,0,-1,0
"1449","1448,They must obey the wearer of the Cap.",0,0,0,0
"1450","1449,Good-bye!",0,1,3,1
"1451","1450,""And she scampered out of sight, with all the mice hurrying after her.""",0,0,0,0
"1452","1451,Dorothy looked inside the Golden Cap and saw some words written upon the lining.",0.6,1,0,-1
"1453","1452,""These, she thought, must be the charm, so she read the directions carefully and put the Cap upon her head.""",1,1,5,2
"1454","1453,""Ep-pe, pep-pe, kak-ke! she said, standing on her left foot.""",0,1,0,1
"1455","1454,What did you say?",0,0,0,0
"1456","1455,""asked the Scarecrow, who did not know what she was doing.""",0,0,0,0
"1457","1456,""Hil-lo, hol-lo, hel-lo!""",0,0,0,0
"1458","1457,""Dorothy went on, standing this time on her right foot.""",0.8,1,0,1
"1459","1458,Hello! replied the Tin Woodman calmly.",0,0,0,0
"1460","1459,""Ziz-zy, zuz-zy, zik! said Dorothy, who was now standing on both feet.""",0,0,0,1
"1461","1460,""This ended the saying of the charm, and they heard a great chattering and flapping of wings, as the band of Winged Monkeys flew up to them.""",1,2,6,2
"1462","1461,""The King bowed low before Dorothy, and asked, What is your command?""",-0.15,0,0,1
"1463","1462,""We wish to go to the Emerald City, said the child, and we have lost our way.""",0.65,-1,-2,0
"1464","1463,""We will carry you, replied the King, and no sooner had he spoken than two of the Monkeys caught Dorothy in their arms and flew away with her.""",0.1,0,-1,1
"1465","1464,""Others took the Scarecrow and the Woodman and the Lion, and one little Monkey seized Toto and flew after them, although the dog tried hard to bite him.""",-1.35,-1,-1,0
"1466","1465,""The Scarecrow and the Tin Woodman were rather frightened at first, for they remembered how badly the Winged Monkeys had treated them before; but they saw that no harm was intended, so they rode through the air quite cheerfully, and had a fine time looking at the pretty gardens and woods far below them.""",-0.25,0,-3,-1
"1467","1466,""Dorothy found herself riding easily between two of the biggest Monkeys, one of them the King himself.""",0.7,0,0,2
"1468","1467,They had made a chair of their hands and were careful not to hurt her.",-0.5,-1,0,0
"1469","1468,Why do you have to obey the charm of the Golden Cap?",1.35,2,3,1
"1470","1469,she asked.",0,0,0,0
"1471","1470,""That is a long story, answered the King, with a winged laugh; but as we have a long journey before us, I will pass the time by telling you about it, if you wish.""",1.8,0,2,3
"1472","1471,""I shall be glad to hear it, she replied.""",0.75,1,3,1
"1473","1472,""Once, began the leader, we were a free people, living happily in the great forest, flying from tree to tree, eating nuts and fruit, and doing just as we pleased without calling anybody master.""",2.35,5,4,6
"1474","1473,""Perhaps some of us were rather too full of mischief at times, flying down to pull the tails of the animals that had no wings, chasing birds, and throwing nuts at the people who walked in the forest.""",-0.9,-1,-5,2
"1475","1474,""But we were careless and happy and full of fun, and enjoyed every minute of the day.""",2,2,7,3
"1476","1475,""This was many years ago, long before Oz came out of the clouds to rule over this land.""",0,0,0,1
"1477","1476,""There lived here then, away at the North, a beautiful princess, who was also a powerful sorceress.""",2.1,2,5,3
"1478","1477,""All her magic was used to help the people, and she was never known to hurt anyone who was good.""",0.25,1,3,0
